#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0008987E-05   4.1611279E+06   4.1611279E+06   5.5476835E+06   1.5448370E+04   9.2524169E+04   4.1614238E+06   4.1611279E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1230268E-05   4.1611267E+06   4.1611267E+06   5.5475558E+06   1.5448152E+04   9.2522758E+04   4.1614225E+06   4.1611267E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2600568E-05   4.1611252E+06   4.1611252E+06   5.5473951E+06   1.5447877E+04   9.2520983E+04   4.1614209E+06   4.1611252E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4138070E-05   4.1611234E+06   4.1611234E+06   5.5471927E+06   1.5447531E+04   9.2518747E+04   4.1614188E+06   4.1611234E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5863175E-05   4.1611210E+06   4.1611210E+06   5.5469380E+06   1.5447096E+04   9.2515933E+04   4.1614162E+06   4.1611210E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7798775E-05   4.1611180E+06   4.1611180E+06   5.5466173E+06   1.5446547E+04   9.2512391E+04   4.1614129E+06   4.1611180E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9970554E-05   4.1611143E+06   4.1611143E+06   5.5462137E+06   1.5445857E+04   9.2507932E+04   4.1614088E+06   4.1611143E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.2407330E-05   4.1611096E+06   4.1611096E+06   5.5457055E+06   1.5444988E+04   9.2502319E+04   4.1614036E+06   4.1611096E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.5141438E-05   4.1611036E+06   4.1611036E+06   5.5450658E+06   1.5443894E+04   9.2495254E+04   4.1613971E+06   4.1611036E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8209158E-05   4.1610961E+06   4.1610961E+06   5.5442606E+06   1.5442517E+04   9.2486361E+04   4.1613888E+06   4.1610961E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1651195E-05   4.1610867E+06   4.1610867E+06   5.5432471E+06   1.5440784E+04   9.2475169E+04   4.1613785E+06   4.1610867E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5513225E-05   4.1610749E+06   4.1610749E+06   5.5419713E+06   1.5438602E+04   9.2461084E+04   4.1613654E+06   4.1610749E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.9846494E-05   4.1610600E+06   4.1610600E+06   5.5403657E+06   1.5435856E+04   9.2443360E+04   4.1613490E+06   4.1610600E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4708502E-05   4.1610412E+06   4.1610412E+06   5.5383449E+06   1.5432400E+04   9.2421059E+04   4.1613283E+06   4.1610412E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.0163764E-05   4.1610176E+06   4.1610176E+06   5.5358019E+06   1.5428050E+04   9.2393002E+04   4.1613023E+06   4.1610176E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.6284669E-05   4.1609878E+06   4.1609878E+06   5.5326020E+06   1.5422575E+04   9.2357712E+04   4.1612695E+06   4.1609878E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3152438E-05   4.1609504E+06   4.1609504E+06   5.5285760E+06   1.5415686E+04   9.2313332E+04   4.1612283E+06   4.1609504E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.0858200E-05   4.1609033E+06   4.1609033E+06   5.5235115E+06   1.5407018E+04   9.2257537E+04   4.1611764E+06   4.1609033E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.9504209E-05   4.1608440E+06   4.1608440E+06   5.5171418E+06   1.5396114E+04   9.2187416E+04   4.1611111E+06   4.1608440E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.9205189E-05   4.1607693E+06   4.1607693E+06   5.5091327E+06   1.5382398E+04   9.2099331E+04   4.1610289E+06   4.1607693E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0008987E-04   4.1606754E+06   4.1606754E+06   5.4990653E+06   1.5365150E+04   9.1988741E+04   4.1609254E+06   4.1606754E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
