#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0008987E-05   9.0493890E+05   9.0493890E+05   1.2065648E+06   1.7171651E+04   4.4407251E+02   9.0582944E+05   9.0493890E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1230268E-05   9.0493873E+05   9.0493873E+05   1.2065594E+06   1.7171598E+04   4.4406441E+02   9.0582925E+05   9.0493873E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2600568E-05   9.0493852E+05   9.0493852E+05   1.2065524E+06   1.7171531E+04   4.4405421E+02   9.0582901E+05   9.0493852E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4138070E-05   9.0493826E+05   9.0493826E+05   1.2065437E+06   1.7171447E+04   4.4404137E+02   9.0582871E+05   9.0493826E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5863175E-05   9.0493793E+05   9.0493793E+05   1.2065328E+06   1.7171341E+04   4.4402520E+02   9.0582833E+05   9.0493793E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7798775E-05   9.0493751E+05   9.0493751E+05   1.2065190E+06   1.7171208E+04   4.4400485E+02   9.0582785E+05   9.0493751E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9970554E-05   9.0493699E+05   9.0493699E+05   1.2065016E+06   1.7171040E+04   4.4397923E+02   9.0582725E+05   9.0493699E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.2407330E-05   9.0493633E+05   9.0493633E+05   1.2064798E+06   1.7170829E+04   4.4394698E+02   9.0582649E+05   9.0493633E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.5141438E-05   9.0493550E+05   9.0493550E+05   1.2064523E+06   1.7170563E+04   4.4390638E+02   9.0582554E+05   9.0493550E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8209158E-05   9.0493445E+05   9.0493445E+05   1.2064176E+06   1.7170228E+04   4.4385527E+02   9.0582434E+05   9.0493445E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1651195E-05   9.0493314E+05   9.0493314E+05   1.2063740E+06   1.7169807E+04   4.4379093E+02   9.0582283E+05   9.0493314E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5513225E-05   9.0493148E+05   9.0493148E+05   1.2063191E+06   1.7169276E+04   4.4370993E+02   9.0582092E+05   9.0493148E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.9846494E-05   9.0492940E+05   9.0492940E+05   1.2062500E+06   1.7168608E+04   4.4360798E+02   9.0581853E+05   9.0492940E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4708502E-05   9.0492677E+05   9.0492677E+05   1.2061630E+06   1.7167768E+04   4.4347964E+02   9.0581551E+05   9.0492677E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.0163764E-05   9.0492346E+05   9.0492346E+05   1.2060535E+06   1.7166709E+04   4.4331810E+02   9.0581172E+05   9.0492346E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.6284669E-05   9.0491930E+05   9.0491930E+05   1.2059157E+06   1.7165377E+04   4.4311477E+02   9.0580694E+05   9.0491930E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3152438E-05   9.0491406E+05   9.0491406E+05   1.2057422E+06   1.7163700E+04   4.4285885E+02   9.0580092E+05   9.0491406E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.0858200E-05   9.0490747E+05   9.0490747E+05   1.2055238E+06   1.7161589E+04   4.4253677E+02   9.0579335E+05   9.0490747E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.9504209E-05   9.0489917E+05   9.0489917E+05   1.2052489E+06   1.7158931E+04   4.4213145E+02   9.0578382E+05   9.0489917E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.9205189E-05   9.0488872E+05   9.0488872E+05   1.2049028E+06   1.7155587E+04   4.4162143E+02   9.0577182E+05   9.0488872E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0008987E-04   9.0487556E+05   9.0487556E+05   1.2044674E+06   1.7151377E+04   4.4097975E+02   9.0575671E+05   9.0487556E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1230268E-04   9.0485901E+05   9.0485901E+05   1.2039193E+06   1.7146078E+04   4.4017255E+02   9.0573770E+05   9.0485901E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2600568E-04   9.0483816E+05   9.0483816E+05   1.2032297E+06   1.7139410E+04   4.3915734E+02   9.0571377E+05   9.0483816E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4138070E-04   9.0481193E+05   9.0481193E+05   1.2023621E+06   1.7131019E+04   4.3788083E+02   9.0568365E+05   9.0481193E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5863175E-04   9.0477891E+05   9.0477891E+05   1.2012705E+06   1.7120461E+04   4.3627628E+02   9.0564574E+05   9.0477891E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7798775E-04   9.0473736E+05   9.0473736E+05   1.1998977E+06   1.7107179E+04   4.3426020E+02   9.0559803E+05   9.0473736E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9970554E-04   9.0468507E+05   9.0468507E+05   1.1981714E+06   1.7090472E+04   4.3172834E+02   9.0553801E+05   9.0468507E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.2407330E-04   9.0461928E+05   9.0461928E+05   1.1960012E+06   1.7069464E+04   4.2855075E+02   9.0546249E+05   9.0461928E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.5141438E-04   9.0453651E+05   9.0453651E+05   1.1932743E+06   1.7043052E+04   4.2456597E+02   9.0536749E+05   9.0453651E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8209158E-04   9.0443239E+05   9.0443239E+05   1.1898493E+06   1.7009860E+04   4.1957404E+02   9.0524802E+05   9.0443239E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1651195E-04   9.0430145E+05   9.0430145E+05   1.1855501E+06   1.6968167E+04   4.1332841E+02   9.0509780E+05   9.0430145E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5513225E-04   9.0413683E+05   9.0413683E+05   1.1801577E+06   1.6915824E+04   4.0552692E+02   9.0490899E+05   9.0413683E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.9846494E-04   9.0392993E+05   9.0392993E+05   1.1734006E+06   1.6850160E+04   3.9580203E+02   9.0467177E+05   9.0392993E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.4708502E-04   9.0367000E+05   9.0367000E+05   1.1649438E+06   1.6767860E+04   3.8371109E+02   9.0437388E+05   9.0367000E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.0163764E-04   9.0334363E+05   9.0334363E+05   1.1543758E+06   1.6664826E+04   3.6872819E+02   9.0400005E+05   9.0334363E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.6284669E-04   9.0293412E+05   9.0293412E+05   1.1411950E+06   1.6536022E+04   3.5023982E+02   9.0353130E+05   9.0293412E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.3152438E-04   9.0242071E+05   9.0242071E+05   1.1247954E+06   1.6375298E+04   3.2754854E+02   9.0294413E+05   9.0242071E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.0858200E-04   9.0177776E+05   9.0177776E+05   1.1044534E+06   1.6175202E+04   2.9989096E+02   9.0220958E+05   9.0177776E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.9504209E-04   9.0097362E+05   9.0097362E+05   1.0793194E+06   1.5926813E+04   2.6647983E+02   9.0129211E+05   9.0097362E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.9205189E-04   8.9996958E+05   8.9996958E+05   1.0484167E+06   1.5619603E+04   2.2658413E+02   9.0014849E+05   8.9996958E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0008987E-03   8.9871857E+05   8.9871857E+05   1.0106576E+06   1.5241399E+04   1.7966616E+02   8.9872654E+05   8.9871857E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1230268E-03   8.9716385E+05   8.9716385E+05   9.6488496E+05   1.4778511E+04   1.2559910E+02   8.9696403E+05   8.9716385E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.2600568E-03   8.9523793E+05   8.9523793E+05   9.0995485E+05   1.4216155E+04   6.4989619E+01   8.9478783E+05   8.9523793E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4138070E-03   8.9286166E+05   8.9286166E+05   8.4487911E+05   1.3539336E+04   -3.7901863E-01   8.9211367E+05   8.9286166E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.5863175E-03   8.8994405E+05   8.8994405E+05   7.6904749E+05   1.2734396E+04   -6.6997473E+01   8.8884682E+05   8.8994405E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.7798775E-03   8.8638312E+05   8.8638312E+05   6.8254574E+05   1.1791464E+04   -1.2905860E+02   8.8488434E+05   8.8638312E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.9970554E-03   8.8206830E+05   8.8206830E+05   5.8656740E+05   1.0707997E+04   -1.7807947E+02   8.8011929E+05   8.8206830E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.2407330E-03   8.7688484E+05   8.7688484E+05   4.8387417E+05   9.4933991E+03   -2.0314289E+02   8.7444730E+05   8.7688484E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.5141438E-03   8.7072035E+05   8.7072035E+05   3.7918087E+05   8.1742607E+03   -1.9244143E+02   8.6777511E+05   8.7072035E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.8209158E-03   8.6347299E+05   8.6347299E+05   2.7922232E+05   6.7989119E+03   -1.3695557E+02   8.6002980E+05   8.6347299E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.1651195E-03   8.5505936E+05   8.5505936E+05   1.9213356E+05   5.4387851E+03   -3.6736935E+01   8.5116507E+05   8.5505936E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.5513225E-03   8.4541880E+05   8.4541880E+05   1.2574826E+05   4.1828436E+03   9.1309020E+01   8.4115953E+05   8.4541880E+05   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
