#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.7153241E+07   1.7153241E+07   2.2861056E+07   1.1968530E+04   1.6641211E+07   1.7153260E+07   1.7153241E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.7153235E+07   1.7153235E+07   2.2858477E+07   1.1967661E+04   1.6640702E+07   1.7153253E+07   1.7153235E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.7153228E+07   1.7153228E+07   2.2855231E+07   1.1966566E+04   1.6640061E+07   1.7153246E+07   1.7153228E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.7153218E+07   1.7153218E+07   2.2851145E+07   1.1965188E+04   1.6639255E+07   1.7153236E+07   1.7153218E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.7153206E+07   1.7153206E+07   2.2846001E+07   1.1963453E+04   1.6638240E+07   1.7153224E+07   1.7153206E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.7153192E+07   1.7153192E+07   2.2839528E+07   1.1961270E+04   1.6636964E+07   1.7153208E+07   1.7153192E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.7153173E+07   1.7153173E+07   2.2831381E+07   1.1958522E+04   1.6635357E+07   1.7153189E+07   1.7153173E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.7153149E+07   1.7153149E+07   2.2821128E+07   1.1955063E+04   1.6633335E+07   1.7153164E+07   1.7153149E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.7153120E+07   1.7153120E+07   2.2808227E+07   1.1950710E+04   1.6630792E+07   1.7153133E+07   1.7153120E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.7153082E+07   1.7153082E+07   2.2791995E+07   1.1945233E+04   1.6627593E+07   1.7153094E+07   1.7153082E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.7153036E+07   1.7153036E+07   2.2771576E+07   1.1938342E+04   1.6623570E+07   1.7153045E+07   1.7153036E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.7152977E+07   1.7152977E+07   2.2745894E+07   1.1929673E+04   1.6618513E+07   1.7152984E+07   1.7152977E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.7152902E+07   1.7152902E+07   2.2713600E+07   1.1918769E+04   1.6612158E+07   1.7152906E+07   1.7152902E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.7152809E+07   1.7152809E+07   2.2673006E+07   1.1905057E+04   1.6604176E+07   1.7152809E+07   1.7152809E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.2814879E-05   1.7152691E+07   1.7152691E+07   2.2621998E+07   1.1887820E+04   1.6594155E+07   1.7152686E+07   1.7152691E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   5.9259269E-05   1.7152543E+07   1.7152543E+07   2.2557935E+07   1.1866161E+04   1.6581584E+07   1.7152532E+07   1.7152543E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   6.6489993E-05   1.7152357E+07   1.7152357E+07   2.2477525E+07   1.1838955E+04   1.6565830E+07   1.7152337E+07   1.7152357E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   7.4602999E-05   1.7152122E+07   1.7152122E+07   2.2376677E+07   1.1804805E+04   1.6546109E+07   1.7152093E+07   1.7152122E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   8.3705942E-05   1.7151828E+07   1.7151828E+07   2.2250319E+07   1.1761970E+04   1.6521458E+07   1.7151785E+07   1.7151828E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   9.3919611E-05   1.7151457E+07   1.7151457E+07   2.2092192E+07   1.1708291E+04   1.6490704E+07   1.7151398E+07   1.7151457E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.0537954E-04   1.7150991E+07   1.7150991E+07   2.1894620E+07   1.1641104E+04   1.6452426E+07   1.7150912E+07   1.7150991E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-04   1.7150405E+07   1.7150405E+07   2.1648244E+07   1.1557136E+04   1.6404922E+07   1.7150301E+07   1.7150405E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-04   1.7149669E+07   1.7149669E+07   2.1341770E+07   1.1452396E+04   1.6346194E+07   1.7149533E+07   1.7149669E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-04   1.7148745E+07   1.7148745E+07   2.0961729E+07   1.1322055E+04   1.6273934E+07   1.7148569E+07   1.7148745E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-04   1.7147585E+07   1.7147585E+07   2.0492322E+07   1.1160346E+04   1.6185561E+07   1.7147359E+07   1.7147585E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-04   1.7146131E+07   1.7146131E+07   1.9915425E+07   1.0960480E+04   1.6078314E+07   1.7145842E+07   1.7146131E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-04   1.7144310E+07   1.7144310E+07   1.9210900E+07   1.0714636E+04   1.5949435E+07   1.7143943E+07   1.7144310E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-04   1.7142033E+07   1.7142033E+07   1.8357395E+07   1.0414065E+04   1.5796499E+07   1.7141566E+07   1.7142033E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-04   1.7139189E+07   1.7139189E+07   1.7333911E+07   1.0049389E+04   1.5617934E+07   1.7138598E+07   1.7139189E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-04   1.7135643E+07   1.7135643E+07   1.6122465E+07   9.6111997E+03   1.5413768E+07   1.7134898E+07   1.7135643E+07   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
