#           k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   1.0537954E-05   1.9241647E+06   1.9241647E+06   2.5654402E+06   1.2844677E+04   8.5200267E+03   1.9245632E+06   1.9241647E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.1823779E-05   1.9241643E+06   1.9241643E+06   2.5654104E+06   1.2844583E+04   8.5198809E+03   1.9245627E+06   1.9241643E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.3266498E-05   1.9241638E+06   1.9241638E+06   2.5653729E+06   1.2844465E+04   8.5196973E+03   1.9245621E+06   1.9241638E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.4885255E-05   1.9241631E+06   1.9241631E+06   2.5653258E+06   1.2844316E+04   8.5194661E+03   1.9245614E+06   1.9241631E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.6701531E-05   1.9241623E+06   1.9241623E+06   2.5652664E+06   1.2844129E+04   8.5191752E+03   1.9245605E+06   1.9241623E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   1.8739426E-05   1.9241613E+06   1.9241613E+06   2.5651917E+06   1.2843893E+04   8.5188089E+03   1.9245593E+06   1.9241613E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.1025982E-05   1.9241600E+06   1.9241600E+06   2.5650976E+06   1.2843597E+04   8.5183478E+03   1.9245578E+06   1.9241600E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.3591540E-05   1.9241583E+06   1.9241583E+06   2.5649791E+06   1.2843223E+04   8.5177673E+03   1.9245560E+06   1.9241583E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.6470143E-05   1.9241562E+06   1.9241562E+06   2.5648300E+06   1.2842753E+04   8.5170367E+03   1.9245537E+06   1.9241562E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   2.9699989E-05   1.9241536E+06   1.9241536E+06   2.5646423E+06   1.2842162E+04   8.5161169E+03   1.9245508E+06   1.9241536E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.3323936E-05   1.9241504E+06   1.9241504E+06   2.5644061E+06   1.2841417E+04   8.5149592E+03   1.9245471E+06   1.9241504E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   3.7390071E-05   1.9241462E+06   1.9241462E+06   2.5641086E+06   1.2840479E+04   8.5135019E+03   1.9245425E+06   1.9241462E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.1952349E-05   1.9241410E+06   1.9241410E+06   2.5637342E+06   1.2839299E+04   8.5116678E+03   1.9245366E+06   1.9241410E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   4.7071310E-05   1.9241345E+06   1.9241345E+06   2.5632629E+06   1.2837813E+04   8.5093594E+03   1.9245293E+06   1.9241345E+06   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
